# delta; F_drive; F_brake; gamma_y
-0.00033; 81.38061; -0.00006; -0.27137
-0.00025; 81.38021; -0.00006; -0.20381
-0.00019; 81.37999; -0.00006; -0.15361
-0.00015; 81.37986; -0.00006; -0.11615
-0.00011; 81.37979; -0.00006; -0.08806
-0.00009; 81.37975; -0.00006; -0.06637
-0.00007; 81.37973; -0.00006; -0.04929
-0.00005; 81.37971; -0.00006; -0.03519
0.00008; 81.37970; -0.00006; -0.00094
0.00225; 81.38704; -0.00006; 0.44415
0.00833; 81.47343; -0.00006; 1.47748
0.00574; 81.40639; -0.00006; 0.08942
-0.00110; 81.41564; -0.00006; -1.84996
-0.00084; 81.40479; -0.00006; -1.55597
0.00696; 81.42119; -0.00006; 0.26283
0.00904; 81.44459; -0.00006; 0.05914
0.00123; 81.42862; -0.00006; -2.37033
-0.00258; 81.48612; -0.00006; -3.09107
