# traj_x; traj_y
-55.83573; -98.24251
-56.68118; -98.52407
-57.54057; -98.79892
-58.42313; -99.03555
-59.33224; -99.20251
-60.25875; -99.32258
-61.19646; -99.42115
-62.14563; -99.48668
-63.10211; -99.50505
-64.05805; -99.49715
-65.01111; -99.48311
-65.96110; -99.44969
-66.90638; -99.38542
-67.84612; -99.30330
-68.78116; -99.21572
-69.71106; -99.11419
-70.63437; -98.98938
-71.55181; -98.84710
-72.46094; -98.67067
-73.35627; -98.43940
-74.24122; -98.17365
-75.11497; -97.87504
-75.96914; -97.52678
-76.80981; -97.14957
-77.64099; -96.75336
-78.45629; -96.32626
-79.25333; -95.86679
-80.03000; -95.37455
-80.79281; -94.86174
-81.53987; -94.32625
-82.25979; -93.75494
-82.95460; -93.15369
-83.62853; -92.52950
-84.28810; -91.88998
-84.92464; -91.22679
-85.52134; -90.52688
-86.09144; -89.80488
-86.63844; -89.06475
-87.14659; -88.29554
-87.62262; -87.50372
-88.08197; -86.70051
-88.53317; -85.89056
-88.96888; -85.06934
-89.37310; -84.22985
-89.74580; -83.37420
-90.09745; -82.50819
-90.43597; -81.63508
-90.74143; -80.74888
-90.99064; -79.84570
-91.20185; -78.93385
-91.39571; -78.01923
-91.56879; -77.10131
-91.70396; -76.17850
-91.79685; -75.25254
-91.86402; -74.32637
-91.88934; -73.40059
-91.84690; -72.47859
-91.75959; -71.56365
-91.63912; -70.65700
-91.47700; -69.76010
-91.28968; -68.87014
-91.07011; -67.98850
-90.79706; -67.12202
-90.48552; -66.26928
-90.14815; -65.42739
-89.79044; -64.59437
-89.42512; -63.76400
-89.05700; -62.93180
-88.68063; -62.09793
-88.26624; -61.27804
-87.79001; -60.48982
-87.27925; -59.72015
-86.76147; -58.95016
-86.23918; -58.17523
-85.71049; -57.39362
-85.17414; -56.60297
-84.62873; -55.80093
-84.07223; -54.98520
-83.50202; -54.15481
-82.91082; -53.30707
-82.29888; -52.44161
-81.67445; -51.56607
-81.04611; -50.69121
-80.42258; -49.82810
-79.81277; -48.98604
-79.22570; -48.17096
-78.67025; -47.38449
-78.15493; -46.62382
-77.68710; -45.88286
-77.27297; -45.14741
-76.92598; -44.40678
-76.65757; -43.66630
-76.46542; -42.93784
-76.34641; -42.22935
-76.29063; -41.52733
-76.27961; -40.80721
-76.30310; -40.05680
-76.36201; -39.26835
-76.45896; -38.43865
-76.59661; -37.55594
-76.76653; -36.60714
-76.94405; -35.59048
-77.12074; -34.51896
-77.30747; -33.42213
-77.50335; -32.32550
-77.70579; -31.24978
-77.90879; -30.20865
-78.10077; -29.20800
-78.26324; -28.24665
-78.37515; -27.31529
-78.42044; -26.41098
-78.38779; -25.54306
-78.27736; -24.72362
-78.09778; -23.96215
-77.85461; -23.25218
-77.55194; -22.58179
-77.19272; -21.94996
-76.77742; -21.35864
-76.30481; -20.81334
-75.76615; -20.30661
-75.14999; -19.82242
-74.45266; -19.36250
-73.67555; -18.93680
-72.82606; -18.55341
-71.91554; -18.21426
-70.95686; -17.91383
