# delta; F_drive; F_brake; gamma_y
-0.05924; 116.33410; -0.00004; -34.15642
0.03395; 103.23413; -0.00005; -5.44200
0.12714; 119.58224; -0.00004; 18.67255
0.22027; 148.05821; -0.00003; 29.01464
0.26169; 160.14027; -0.00003; 28.86347
0.20562; 139.43184; -0.00003; 20.30091
0.11258; 112.23035; -0.00004; -3.14002
0.01954; 111.97068; -0.00004; -35.11247
-0.07343; 137.15771; -0.00003; -55.44992
-0.16347; 166.63099; -0.00003; -63.24328
-0.18597; 172.99512; -0.00003; -63.59343
-0.19782; 175.30128; -0.00003; -63.03837
-0.20543; 175.73680; -0.00003; -61.97228
-0.21076; 174.99380; -0.00003; -60.48157
-0.21461; 173.37962; -0.00003; -58.58253
-0.21729; 171.03985; -0.00003; -56.26144
-0.21883; 168.03714; -0.00003; -53.48537
-0.21911; 164.38757; -0.00003; -50.20508
-0.21793; 160.09708; -0.00003; -46.35628
-0.21531; 155.25083; -0.00003; -41.87044
-0.21224; 150.28299; -0.00003; -36.73910
-0.21278; 146.68079; -0.00003; -31.27114
-0.17244; 129.96479; -0.00004; -19.90121
-0.07627; 106.55134; -0.00005; 11.02313
0.02036; 118.39474; -0.00004; 43.45285
0.11722; 150.14260; -0.00003; 59.49252
0.21413; 182.89203; -0.00002; 64.96729
0.26178; 197.94949; -0.00002; 65.74292
0.21161; 181.72961; -0.00003; 64.68051
0.11538; 149.20966; -0.00003; 58.82615
0.01852; 0.00001; -330.95200; 43.27529
-0.07925; 0.00000; -530.42813; 19.30511
-0.17413; 0.00001; -516.45350; 0.38438
-0.15832; 0.00000; -522.70701; 8.67150
-0.15455; 0.00000; -523.03842; 15.15047
-0.15490; 0.00001; -520.81680; 20.98131
-0.15636; 0.00001; -516.80120; 26.71727
-0.14081; 0.00001; -506.66060; 37.09213
-0.04579; 0.00001; -431.69884; 64.11266
0.05078; 0.00001; -355.25937; 75.89430
0.15041; 0.00001; -310.43517; 78.78777
0.25419; 0.00001; -288.13795; 77.58567
0.14909; 0.00001; -306.40003; 79.52945
0.03587; 0.00001; -353.38585; 76.93599
-0.08231; 0.00001; -439.80965; 63.22494
